Vdd [mv], Temp [C], Leakage [mA], LeakagePw [mW], RW_Energy [pJ], RW_Energy_Null [pJ], Cycle_Energy [pJ],  
125,	 60,	 1.88425,	 0.235531,	 3.91523,	 4.01435,	 7.92958
150,	 60,	 2.1831,	 0.327465,	 4.96469,	 3.0717,	 8.03639
175,	 60,	 2.35668,	 0.412418,	 3.72104,	 2.383,	 6.10404
200,	 60,	 2.53131,	 0.506261,	 2.84018,	 1.93762,	 4.7778
250,	 60,	 2.90365,	 0.725911,	 1.92808,	 1.59846,	 3.52654
275,	 60,	 3.11014,	 0.855289,	 1.72004,	 1.62487,	 3.34491
300,	 60,	 3.32984,	 0.998952,	 1.60555,	 1.74476,	 3.35031
325,	 60,	 3.56229,	 1.15775,	 1.55561,	 1.94345,	 3.49906
350,	 60,	 3.80774,	 1.33271,	 1.54726,	 2.21189,	 3.75915
400,	 60,	 4.34006,	 1.73602,	 1.62541,	 2.94147,	 4.56689
450,	 60,	 4.93239,	 2.21958,	 1.79068,	 3.92157,	 5.71225
475,	 60,	 5.25292,	 2.49514,	 1.90382,	 4.51274,	 6.41656
500,	 60,	 5.59079,	 2.7954,	 2.0378,	 5.16621,	 7.20401
525,	 60,	 5.94692,	 3.12214,	 2.18743,	 5.87128,	 8.05871
550,	 60,	 6.32216,	 3.47719,	 2.35569,	 6.65164,	 9.00734
650,	 60,	 8.03318,	 5.22157,	 3.20665,	 10.5048,	 13.7114
750,	 60,	 10.1309,	 7.59817,	 4.36973,	 15.671,	 20.0407
850,	 60,	 12.6924,	 10.7885,	 5.87661,	 22.3031,	 28.1797
950,	 60,	 15.8128,	 15.0221,	 7.80906,	 30.5898,	 38.3989
1000,	 60,	 17.7233,	 17.7233,	 8.99294,	 35.4783,	 44.4713
1050,	 60,	 22.2713,	 23.3849,	 11.0794,	 42.7885,	 53.8679
1075,	 60,	 33.2329,	 35.7254,	 14.7018,	 52.6483,	 67.3501
1100,	 60,	 77.6303,	 85.3934,	 28.6854,	 87.08,	 115.765
1125,	 60,	 238.021,	 267.774,	 78.7949,	 208.791,	 287.586
1175,	 60,	 1329.44,	 1562.09,	 422.696,	 1054,	 1476.7
