00000000, ffffffff, 00000000, ffffffff, 0, 1, 00000000, ffffffff, 0, 1,                 4166                 2166
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               713929                 2617
ab2c2a56, 54d3d5a9, 35a0c96b, ca5f3694, 1, 0, e0ccf3c2, 1f330c3d, 0, 1,               716967                 3038
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               719584                 2617
7960fbf2, 869f040d, 5b0bddb6, a4f42249, 0, 1, d46cd9a8, 2b932657, 0, 1,               722105                 2521
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               724751                 2646
17723f2e, e88dc0d1, 6216abc4, 9de9543b, 1, 0, 7988eaf3, 8677150c, 0, 1,               727458                 2707
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               730060                 2602
cfc7649f, 30389b60, 492fd392, b6d02c6d, 0, 1, 18f73831, e708c7ce, 1, 0,               732800                 2740
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               735435                 2635
e66148cc, 199eb733, 3fbb3b7f, c044c480, 0, 1, 261c844b, d9e37bb4, 1, 0,               738225                 2790
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               740848                 2623
b446fe68, 4bb90197, 7d6df5fa, 82920a05, 0, 1, 31b4f462, ce4b0b9d, 1, 0,               743587                 2739
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               746268                 2681
f54634ea, 0ab9cb15, 19452132, e6badecd, 1, 0, 0e8b561d, f174a9e2, 1, 0,               749038                 2770
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               751642                 2604
2cb6a959, d34956a6, 424fcd84, bdb0327b, 0, 1, 6f0676dd, 90f98922, 0, 1,               754909                 3267
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               757522                 2613
bc271278, 43d8ed87, 6543cfca, 9abc3035, 1, 0, 216ae243, de951dbc, 1, 0,               760277                 2755
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               762920                 2643
b8718070, 478e7f8f, d095a8a1, 2f6a575e, 0, 1, 89072911, 76f8d6ee, 1, 0,               765617                 2697
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               768249                 2632
f4fa04e9, 0b05fb16, fd8b6afb, 02749504, 1, 0, f2856fe5, 0d7a901a, 1, 0,               771010                 2761
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               773647                 2637
e0a83ec1, 1f57c13e, f78290ef, 087d6f10, 1, 0, d82acfb1, 27d5304e, 1, 0,               776370                 2723
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               778970                 2600
aeaf125d, 5150eda2, 1b60e536, e49f1ac9, 1, 0, ca0ff794, 35f0086b, 0, 1,               782999                 4029
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               785651                 2652
d7a998af, 28566750, c7e8568f, 3817a970, 1, 0, 9f91ef3f, 606e10c0, 1, 0,               788344                 2693
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               790943                 2599
e70518ce, 18fae731, 4465e788, bb9a1877, 0, 1, 2b6b0056, d494ffa9, 1, 0,               795046                 4103
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               797684                 2638
57b9a3af, a8465c50, 4df3819b, b20c7e64, 0, 1, a5ad254a, 5a52dab5, 0, 1,               800154                 2470
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               802779                 2625
4ce19799, b31e6866, 1444df28, ebbb20d7, 1, 0, 612676c2, 9ed9893d, 0, 1,               805255                 2476
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               807865                 2610
99d02633, 662fd9cc, 25b75f4b, da48a0b4, 0, 1, bf87857e, 40787a81, 0, 1,               810937                 3072
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               813562                 2625
e1a39cc3, 1e5c633c, 8f1cf61e, 70e309e1, 1, 0, 70c092e2, 8f3f6d1d, 1, 0,               817100                 3538
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               819760                 2660
9a560e34, 65a9f1cb, 7679fdec, 89860213, 0, 1, 10d00c20, ef2ff3df, 1, 0,               823839                 4079
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               826510                 2671
02a9a905, fd5656fa, 68ae1bd1, 9751e42e, 0, 1, 6b57c4d6, 94a83b29, 0, 1,               829467                 2957
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               832082                 2615
65b9c3cb, 9a463c34, a0c02441, 5f3fdbbe, 1, 0, 0679e80d, f98617f2, 1, 0,               835115                 3033
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               837711                 2596
a5027e4a, 5afd81b5, 6c44f9d8, 93bb0627, 1, 0, 11477823, eeb887dc, 1, 0,               840737                 3026
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               843374                 2637
c0728080, 3f8d7f7f, ab196256, 54e69da9, 1, 0, 6b8be2d7, 94741d28, 1, 0,               846620                 3246
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               849263                 2643
6c0115d8, 93feea27, f166fae2, 0e99051d, 0, 1, 5d6810ba, a297ef45, 1, 0,               852810                 3547
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               855445                 2635
9dcaca3b, 623535c4, 39ac0373, c653fc8c, 0, 1, d776cdae, 28893251, 0, 1,               857875                 2430
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               860474                 2599
702b69e0, 8fd4961f, 093e4d12, f6c1b2ed, 0, 1, 7969b6f2, 8696490d, 0, 1,               863423                 2949
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               866006                 2583
6e89b7dd, 91764822, 9c811239, 637eedc6, 1, 0, 0b0aca17, f4f535e8, 1, 0,               869087                 3081
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               871694                 2607
36bc696d, c9439692, d0c5dca1, 2f3a235e, 1, 0, 0782460f, f87db9f0, 1, 0,               874720                 3026
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               877345                 2625
cc535a98, 33aca567, 40905d81, bf6fa27e, 0, 1, 0ce3b819, f31c47e6, 1, 0,               880110                 2765
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               882723                 2613
32b0c965, cd4f369a, 13b55527, ec4aaad8, 1, 0, 46661e8d, b999e172, 0, 1,               885436                 2713
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               888072                 2636
585829b0, a7a7d64f, 8f8c6e1f, 707391e0, 0, 1, e7e497cf, 181b6830, 0, 1,               891376                 3304
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               893986                 2610
5f16efbe, a0e91041, 2c2d2358, d3d2dca7, 0, 1, 8b441316, 74bbece9, 0, 1,               896985                 2999
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               899598                 2613
3bab4f77, c454b088, 0a6e9314, f5916ceb, 0, 1, 4619e28b, b9e61d74, 0, 1,               902386                 2788
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               904980                 2594
c719c88e, 38e63771, cb227096, 34dd8f69, 1, 0, 923c3925, 6dc3c6da, 1, 0,               907746                 2766
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               910383                 2637
8558140a, 7aa7ebf5, 2ac2d555, d53d2aaa, 1, 0, b01ae960, 4fe5169f, 0, 1,               913648                 3265
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               916268                 2620
52feb3a5, ad014c5a, 158b2b2b, ea74d4d4, 1, 0, 6889ded1, 9776212e, 0, 1,               919063                 2795
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               921667                 2604
160e412c, e9f1bed3, 56b403ad, a94bfc52, 1, 0, 6cc244da, 933dbb25, 0, 1,               924365                 2698
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               926968                 2603
a20e5444, 5df1abbb, 4249ff84, bdb6007b, 1, 0, e45853c9, 1ba7ac36, 0, 1,               930017                 3049
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               932650                 2633
d2fd76a5, 2d02895a, f3d7a6e7, 0c285918, 1, 0, c6d51d8d, 392ae272, 1, 0,               935113                 2463
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               937751                 2638
48208390, b7df7c6f, a4da5649, 5b25a9b6, 1, 0, ecfad9da, 13052625, 0, 1,               940999                 3248
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               943622                 2623
e93790d2, 16c86f2d, 64ba0fc9, 9b45f036, 1, 0, 4df1a09c, b20e5f63, 1, 0,               946928                 3306
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               949562                 2634
22431b44, ddbce4bb, d0bc5ea1, 2f43a15e, 0, 1, f2ff79e5, 0d00861a, 0, 1,               953652                 4090
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               956295                 2643
f0b208e1, 0f4df71e, 7d2a45fa, 82d5ba05, 1, 0, 6ddc4edc, 9223b123, 1, 0,               958786                 2491
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               961433                 2647
d0b3e8a1, 2f4c175e, 41a10583, be5efa7c, 0, 1, 1254ee24, edab11db, 1, 0,               964033                 2600
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               966643                 2610
29be5753, d641a8ac, b9461472, 46b9eb8d, 0, 1, e3046bc5, 1cfb943a, 0, 1,               969918                 3275
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               972525                 2607
6d2585da, 92da7a25, b455f268, 4baa0d97, 1, 0, 217b7843, de8487bc, 1, 0,               975550                 3025
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               978175                 2625
d1914aa3, 2e6eb55c, 43460d86, bcb9f279, 0, 1, 14d75829, eb28a7d6, 1, 0,               980940                 2765
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               983558                 2618
7b0733f6, 84f8cc09, 1c719738, e38e68c7, 0, 1, 9778cb2e, 688734d1, 0, 1,               986301                 2743
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               988904                 2603
12317324, edce8cdb, 94097628, 6bf689d7, 0, 1, a63ae94c, 59c516b3, 0, 1,               991563                 2659
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               994191                 2628
8447be08, 7bb841f7, e2bf1ac5, 1d40e53a, 0, 1, 6706d8cd, 98f92732, 1, 0,               997434                 3243
