00000000, ffffffff, 00000000, ffffffff, 0, 1, 00000000, ffffffff, 0, 1,                 2603                  603
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 3323                  720
ffffffff, 00000000, ffffffff, 00000000, 1, 0, ffffffff, 00000000, 1, 0,                 3916                  593
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 4654                  738
fffffffe, 00000001, fffffffe, 00000001, 1, 0, fffffffd, 00000002, 1, 0,                 5244                  590
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 5976                  732
aaaaaaaa, 55555555, 55555555, aaaaaaaa, 1, 0, 00000000, ffffffff, 1, 0,                 8915                 2939
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 9646                  731
55555555, aaaaaaaa, 55555555, aaaaaaaa, 0, 1, aaaaaaaa, 55555555, 0, 1,                10227                  581
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                10926                  699
aaaaaaaa, 55555555, aaaaaaaa, 55555555, 1, 0, 55555555, aaaaaaaa, 1, 0,                11507                  581
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                12207                  700
fffffffe, 00000001, fffffffe, 00000001, 1, 0, fffffffd, 00000002, 1, 0,                12796                  589
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                13528                  732
ffffffff, 00000000, ffffffff, 00000000, 0, 1, fffffffe, 00000001, 1, 0,                14119                  591
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                14856                  737
55555555, aaaaaaaa, 55555555, aaaaaaaa, 1, 0, aaaaaaab, 55555554, 0, 1,                15435                  579
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                16134                  699
aaaaaaaa, 55555555, aaaaaaaa, 55555555, 0, 1, 55555554, aaaaaaab, 1, 0,                16713                  579
