00000000, ffffffff, 00000000, ffffffff, 0, 1, 00000000, ffffffff, 0, 1,                 2680                  680
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 3496                  816
ffffffff, 00000000, ffffffff, 00000000, 1, 0, ffffffff, 00000000, 1, 0,                 4165                  669
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 5000                  835
fffffffe, 00000001, fffffffe, 00000001, 1, 0, fffffffd, 00000002, 1, 0,                 5667                  667
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 6495                  828
aaaaaaaa, 55555555, 55555555, aaaaaaaa, 1, 0, 00000000, ffffffff, 1, 0,                 9797                 3302
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                10623                  826
55555555, aaaaaaaa, 55555555, aaaaaaaa, 0, 1, aaaaaaaa, 55555555, 0, 1,                11278                  655
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                12069                  791
aaaaaaaa, 55555555, aaaaaaaa, 55555555, 1, 0, 55555555, aaaaaaaa, 1, 0,                12724                  655
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                13516                  792
fffffffe, 00000001, fffffffe, 00000001, 1, 0, fffffffd, 00000002, 1, 0,                14181                  665
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                15009                  828
ffffffff, 00000000, ffffffff, 00000000, 0, 1, fffffffe, 00000001, 1, 0,                15677                  668
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                16511                  834
55555555, aaaaaaaa, 55555555, aaaaaaaa, 1, 0, aaaaaaab, 55555554, 0, 1,                17162                  651
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                17951                  789
aaaaaaaa, 55555555, aaaaaaaa, 55555555, 0, 1, 55555554, aaaaaaab, 1, 0,                18604                  653
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                19396                  792
55555555, aaaaaaaa, aaaaaaaa, 55555555, 1, 0, 00000000, ffffffff, 1, 0,                22704                 3308
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                23530                  826
80054600, 7ffab9ff, 12153524, edeacadb, 1, 0, 921a7b25, 6de584da, 0, 1,                24393                  863
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                25202                  809
0dbb5f1b, f244a0e4, 8484d609, 7b7b29f6, 1, 0, 92403525, 6dbfcada, 0, 1,                26407                 1205
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                27218                  811
df5808be, 20a7f741, 06b97b0d, f94684f2, 1, 0, e61183cc, 19ee7c33, 0, 1,                28169                  951
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                28970                  801
58fa57b1, a705a84e, b2c28465, 4d3d7b9a, 0, 1, 0bbcdc16, f44323e9, 1, 0,                29919                  949
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                30718                  799
4b62f396, b49d0c69, 00f3e301, ff0c1cfe, 1, 0, 4c56d698, b3a92967, 0, 1,                31574                  856
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                32378                  804
5672d3ac, a98d2c53, 3b23f176, c4dc0e89, 1, 0, 9196c523, 6e693adc, 0, 1,                33172                  794
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                33985                  813
e02d82c0, 1fd27d3f, 76d457ed, 892ba812, 0, 1, 5701daad, a8fe2552, 1, 0,                35008                 1023
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                35816                  808
54e83ba9, ab17c456, 7cfde9f9, 83021606, 0, 1, d1e625a2, 2e19da5d, 0, 1,                36673                  857
