00000000, ffffffff, 00000000, ffffffff, 0, 1, 00000000, ffffffff, 0, 1,                 3037                 1037
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               102004                 1235
e844e2d0, 17bb1d2f, 7968bdf2, 8697420d, 0, 1, 61ada0c2, 9e525f3d, 1, 0,               103585                 1581
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               104846                 1261
5f54e5be, a0ab1a41, 20c4b341, df3b4cbe, 0, 1, 801998ff, 7fe66700, 0, 1,               106805                 1959
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               108045                 1240
89aaf013, 76550fec, 3c20f378, c3df0c87, 1, 0, c5cbe38c, 3a341c73, 0, 1,               109245                 1200
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               110489                 1244
db0de0b6, 24f21f49, 75c50deb, 8a3af214, 0, 1, 50d2eea1, af2d115e, 1, 0,               111818                 1329
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               113069                 1251
fda77efb, 02588104, 634bf9c6, 9cb40639, 0, 1, 60f378c1, 9f0c873e, 1, 0,               114516                 1447
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               115773                 1257
1cacb339, e3534cc6, de7502bc, 218afd43, 0, 1, fb21b5f5, 04de4a0a, 0, 1,               116978                 1205
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               118215                 1237
6cc0ffd9, 933f0026, 85d79a0b, 7a2865f4, 1, 0, f29899e5, 0d67661a, 0, 1,               119532                 1317
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               120771                 1239
e154f2c2, 1eab0d3d, 42f24185, bd0dbe7a, 1, 0, 24473448, dbb8cbb7, 1, 0,               122057                 1286
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               123293                 1236
b2a94665, 4d56b99a, 9dcc603b, 62339fc4, 0, 1, 5075a6a0, af8a595f, 1, 0,               124743                 1450
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               125975                 1232
ef8ee4df, 10711b20, bf23327e, 40dccd81, 1, 0, aeb2175e, 514de8a1, 1, 0,               127278                 1303
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               128541                 1263
f96be2f2, 06941d0d, 78d99bf1, 8726640e, 1, 0, 72457ee4, 8dba811b, 1, 0,               129973                 1432
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               131226                 1253
164a572c, e9b5a8d3, 31230762, cedcf89d, 0, 1, 476d5e8e, b892a171, 0, 1,               132515                 1289
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               133750                 1235
f41b7ae8, 0be48517, 4fa1559f, b05eaa60, 1, 0, 43bcd088, bc432f77, 1, 0,               135182                 1432
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               136433                 1251
579485af, a86b7a50, 7c6da9f8, 83925607, 1, 0, d4022fa8, 2bfdd057, 0, 1,               138276                 1843
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               139526                 1250
2ed6355d, d129caa2, cfc4569f, 303ba960, 0, 1, fe9a8bfc, 01657403, 0, 1,               140945                 1419
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               142180                 1235
94f8f429, 6b070bd6, adcbc05b, 52343fa4, 1, 0, 42c4b485, bd3b4b7a, 1, 0,               143493                 1313
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               144728                 1235
e3b912c7, 1c46ed38, a4ae3249, 5b51cdb6, 0, 1, 88674510, 7798baef, 1, 0,               146053                 1325
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               147292                 1239
d2455ea4, 2dbaa15b, ebfec0d7, 14013f28, 1, 0, be441f7c, 41bbe083, 1, 0,               148695                 1403
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               149943                 1248
441a5388, bbe5ac77, 4b212f96, b4ded069, 0, 1, 8f3b831e, 70c47ce1, 0, 1,               151538                 1595
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               152784                 1246
30287f60, cfd7809f, e12ccec2, 1ed3313d, 0, 1, 11554e22, eeaab1dd, 1, 0,               153969                 1185
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               155225                 1256
1b22cd36, e4dd32c9, bb825a77, 447da588, 1, 0, d6a527ae, 295ad851, 0, 1,               156511                 1286
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               157759                 1248
4ae40195, b51bfe6a, 090cdb12, f6f324ed, 0, 1, 53f0dca7, ac0f2358, 0, 1,               159298                 1539
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               160547                 1249
8a9e5815, 7561a7ea, 36e5816d, c91a7e92, 1, 0, c183d983, 3e7c267c, 0, 1,               162016                 1469
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               163251                 1235
62095bc4, 9df6a43b, 0fd28f1f, f02d70e0, 1, 0, 71dbeae4, 8e24151b, 0, 1,               164672                 1421
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               165921                 1249
549b25a9, ab64da56, 42d92f85, bd26d07a, 0, 1, 9774552e, 688baad1, 0, 1,               167085                 1164
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               168325                 1240
c4f9b489, 3b064b76, 2dda595b, d225a6a4, 1, 0, f2d40de5, 0d2bf21a, 0, 1,               169887                 1562
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               171134                 1247
1c302338, e3cfdcc7, 9ff2ae3f, 600d51c0, 0, 1, bc22d177, 43dd2e88, 0, 1,               172573                 1439
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               173817                 1244
24a0b949, db5f46b6, 2c156358, d3ea9ca7, 0, 1, 50b61ca1, af49e35e, 0, 1,               175119                 1302
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               176360                 1241
3582576b, ca7da894, c71a0c8e, 38e5f371, 0, 1, fc9c63f9, 03639c06, 0, 1,               177900                 1540
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               179130                 1230
cda2869b, 325d7964, 7d3599fa, 82ca6605, 0, 1, 4ad82095, b527df6a, 1, 0,               180711                 1581
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               181956                 1245
70e14be1, 8f1eb41e, 39961773, c669e88c, 1, 0, aa776355, 55889caa, 0, 1,               183283                 1327
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               184532                 1249
1ef4853d, e10b7ac2, 9799a82f, 686657d0, 1, 0, b68e2d6d, 4971d292, 0, 1,               185717                 1185
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               186957                 1240
b6925e6d, 496da192, afd8565f, 5027a9a0, 0, 1, 666ab4cc, 99954b33, 1, 0,               188136                 1179
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               189375                 1239
ff9944ff, 0066bb00, 7bf8fdf7, 84070208, 1, 0, 7b9242f7, 846dbd08, 1, 0,               190670                 1295
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               191937                 1267
b8a33071, 475ccf8e, f3091ae6, 0cf6e519, 0, 1, abac4b57, 5453b4a8, 1, 0,               193236                 1299
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               194479                 1243
52f767a5, ad08985a, 14cfc129, eb303ed6, 1, 0, 67c728cf, 9838d730, 0, 1,               195793                 1314
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               197032                 1239
65daf9cb, 9a250634, ed536cda, 12ac9325, 1, 0, 532e66a6, acd19959, 1, 0,               198200                 1168
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               199444                 1244
a603784c, 59fc87b3, da8ae2b5, 25751d4a, 1, 0, 808e5b02, 7f71a4fd, 1, 0,               201022                 1578
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               202272                 1250
94a2ec29, 6b5d13d6, 3cf11979, c30ee686, 0, 1, d19405a2, 2e6bfa5d, 0, 1,               203973                 1701
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               205223                 1250
3834cf70, c7cb308f, e8740cd0, 178bf32f, 0, 1, 20a8dc40, df5723bf, 1, 0,               206528                 1305
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               207779                 1251
7e7da1fc, 81825e03, 55f6adab, aa095254, 0, 1, d4744fa7, 2b8bb058, 0, 1,               209081                 1302
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               210331                 1250
49fd6f93, b602906c, 6e5daddc, 91a25223, 0, 1, b85b1d6f, 47a4e290, 0, 1,               211776                 1445
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               213025                 1249
8c655e18, 739aa1e7, fedf72fd, 01208d02, 1, 0, 8b44d116, 74bb2ee9, 1, 0,               214345                 1320
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               215594                 1249
ef3ce8de, 10c31721, 2b0eed56, d4f112a9, 0, 1, 1a4bd634, e5b429cb, 1, 0,               216787                 1193
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               218032                 1245
92299024, 6dd66fdb, b3d97667, 4c268998, 0, 1, 4603068b, b9fcf974, 1, 0,               219600                 1568
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               220841                 1241
b6e6346d, 4919cb92, 5b6fb9b6, a4904649, 0, 1, 1255ee23, edaa11dc, 1, 0,               222152                 1311
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               223400                 1248
5aa31fb5, a55ce04a, 3cd18779, c32e7886, 0, 1, 9774a72e, 688b58d1, 0, 1,               224699                 1299
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               225938                 1239
f9d09ef3, 062f610c, 4a74bf94, b58b406b, 1, 0, 44455e88, bbbaa177, 1, 0,               227226                 1288
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               228473                 1247
4057c980, bfa8367f, 823f2c04, 7dc0d3fb, 1, 0, c296f585, 3d690a7a, 0, 1,               229743                 1270
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               230988                 1245
c16b9682, 3e94697d, 6dcb69db, 92349624, 1, 0, 2f37005e, d0c8ffa1, 1, 0,               232966                 1978
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               234221                 1255
ede48adb, 121b7524, 6cb0b7d9, 934f4826, 1, 0, 5a9542b5, a56abd4a, 1, 0,               235657                 1436
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               236901                 1244
a3cd9c47, 5c3263b8, bb45e276, 44ba1d89, 0, 1, 5f137ebd, a0ec8142, 1, 0,               238620                 1719
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               239862                 1242
3747016e, c8b8fe91, 5b172db6, a4e8d249, 1, 0, 925e2f25, 6da1d0da, 0, 1,               241082                 1220
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               242330                 1248
dd561cba, 22a9e345, a3071a46, 5cf8e5b9, 0, 1, 805d3700, 7fa2c8ff, 1, 0,               244040                 1710
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               245287                 1247
b8ddbe71, 4722418e, 7bd261f7, 842d9e08, 1, 0, 34b02069, cb4fdf96, 1, 0,               247017                 1730
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               248270                 1253
08da4f11, f725b0ee, da6ebab4, 2591454b, 0, 1, e34909c5, 1cb6f63a, 0, 1,               249699                 1429
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               250954                 1255
7ab7b7f5, 8548480a, 147cd928, eb8326d7, 1, 0, 8f34911e, 70cb6ee1, 0, 1,               252272                 1318
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               253511                 1239
4e15179c, b1eae863, e3c530c7, 1c3acf38, 0, 1, 31da4863, ce25b79c, 1, 0,               254845                 1334
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               256085                 1240
ae8a965d, 517569a2, 8477e408, 7b881bf7, 0, 1, 33027a65, ccfd859a, 1, 0,               257768                 1683
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               259009                 1241
62d1e3c5, 9d2e1c3a, fea7a6fd, 01585902, 1, 0, 61798ac3, 9e86753c, 1, 0,               260334                 1325
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               261578                 1244
ac682658, 5397d9a7, 8e37901c, 71c86fe3, 0, 1, 3a9fb674, c560498b, 1, 0,               263313                 1735
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               264563                 1250
7e0a91fc, 81f56e03, ed3408da, 12cbf725, 1, 0, 6b3e9ad7, 94c16528, 1, 0,               266118                 1555
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               267368                 1250
060aad0c, f9f552f3, 334ea766, ccb15899, 0, 1, 39595472, c6a6ab8d, 0, 1,               268557                 1189
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               269802                 1245
0cf04519, f30fbae6, b9f50473, 460afb8c, 0, 1, c6e5498c, 391ab673, 0, 1,               270984                 1182
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               272222                 1238
d2504ca4, 2dafb35b, 2f3ab35e, d0c54ca1, 0, 1, 018b0002, fe74fffd, 1, 0,               274862                 2640
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               276125                 1263
c8975291, 3768ad6e, 6a8e05d5, 9571fa2a, 0, 1, 33255866, ccdaa799, 1, 0,               277435                 1310
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               278671                 1236
a23d6044, 5dc29fbb, dcf000b9, 230fff46, 1, 0, 7f2d60fe, 80d29f01, 1, 0,               280387                 1716
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               281629                 1242
67be1dcf, 9841e230, 4b273796, b4d8c869, 0, 1, b2e55565, 4d1aaa9a, 0, 1,               282835                 1206
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               284075                 1240
d69de2ad, 29621d52, 13259f26, ecda60d9, 0, 1, e9c381d3, 163c7e2c, 0, 1,               285663                 1588
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               286908                 1245
c2e6ee85, 3d19117a, 3e99837d, c1667c82, 0, 1, 01807202, fe7f8dfd, 1, 0,               288745                 1837
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               289991                 1246
b91dca72, 46e2358d, 43615786, bc9ea879, 0, 1, fc7f21f8, 0380de07, 0, 1,               291568                 1577
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               292797                 1229
89bcdc13, 764323ec, 3f5a9b7e, c0a56481, 1, 0, c9177792, 36e8886d, 0, 1,               294112                 1315
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               295348                 1236
bd70687a, 428f9785, e7c3b6cf, 183c4930, 1, 0, a5341f4a, 5acbe0b5, 1, 0,               296806                 1458
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               298068                 1262
cf7baa9e, 30845561, fd28e4fa, 02d71b05, 1, 0, cca48f99, 335b7066, 1, 0,               299341                 1273
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               300582                 1241
16decb2d, e92134d2, 0b940917, f46bf6e8, 1, 0, 2272d445, dd8d2bba, 0, 1,               301895                 1313
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               303130                 1235
68d2abd1, 972d542e, 43779186, bc886e79, 0, 1, ac4a3d57, 53b5c2a8, 0, 1,               304432                 1302
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               305673                 1241
4c551998, b3aae667, 7a8c59f5, 8573a60a, 1, 0, c6e1738e, 391e8c71, 0, 1,               306891                 1218
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               308130                 1239
887a9610, 778569ef, 949a8a29, 6b6575d6, 1, 0, 1d15203a, e2eadfc5, 1, 0,               309473                 1343
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               310716                 1243
18c6f931, e73906ce, e2e574c5, 1d1a8b3a, 0, 1, fbac6df6, 04539209, 0, 1,               312285                 1569
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               313530                 1245
e87676d0, 1789892f, 25b27b4b, da4d84b4, 1, 0, 0e28f21c, f1d70de3, 1, 0,               314832                 1302
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               316081                 1249
9f82ec3f, 607d13c0, f622e6ec, 09dd1913, 0, 1, 95a5d32b, 6a5a2cd4, 1, 0,               317261                 1180
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               318497                 1236
4cb77d99, b3488266, 2758d14e, d8a72eb1, 0, 1, 74104ee7, 8befb118, 0, 1,               320077                 1580
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               321324                 1247
3bccb377, c4334c88, 549efda9, ab610256, 1, 0, 906bb121, 6f944ede, 0, 1,               322748                 1424
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               324016                 1268
f89beaf1, 0764150e, 070bb90e, f8f446f1, 0, 1, ffa7a3ff, 00585c00, 0, 1,               326123                 2107
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               327379                 1256
e8d6a2d1, 17295d2e, cfd6c09f, 30293f60, 0, 1, b8ad6370, 47529c8f, 1, 0,               328691                 1312
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               329927                 1236
fb80eaf7, 047f1508, 155a1d2a, eaa5e2d5, 1, 0, 10db0822, ef24f7dd, 1, 0,               331516                 1589
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               332776                 1260
daf214b5, 250deb4a, 4f75ff9e, b08a0061, 0, 1, 2a681453, d597ebac, 1, 0,               334486                 1710
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               335744                 1258
b15f7462, 4ea08b9d, bccfa879, 43305786, 0, 1, 6e2f1cdb, 91d0e324, 1, 0,               337038                 1294
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               338284                 1246
548eb7a9, ab714856, 652345ca, 9adcba35, 1, 0, b9b1fd74, 464e028b, 0, 1,               339836                 1552
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               341074                 1238
ab2c2a56, 54d3d5a9, 35a0c96b, ca5f3694, 1, 0, e0ccf3c2, 1f330c3d, 0, 1,               342529                 1455
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               343767                 1238
