00000000, ffffffff, 00000000, ffffffff, 0, 1, 00000000, ffffffff, 0, 1,                 2774                  774
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 3705                  931
ffffffff, 00000000, ffffffff, 00000000, 1, 0, ffffffff, 00000000, 1, 0,                 4468                  763
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 5422                  954
fffffffe, 00000001, fffffffe, 00000001, 1, 0, fffffffd, 00000002, 1, 0,                 6181                  759
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 7127                  946
aaaaaaaa, 55555555, 55555555, aaaaaaaa, 1, 0, 00000000, ffffffff, 1, 0,                10871                 3744
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                11815                  944
55555555, aaaaaaaa, 55555555, aaaaaaaa, 0, 1, aaaaaaaa, 55555555, 0, 1,                12561                  746
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                13464                  903
aaaaaaaa, 55555555, aaaaaaaa, 55555555, 1, 0, 55555555, aaaaaaaa, 1, 0,                14211                  747
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                15115                  904
fffffffe, 00000001, fffffffe, 00000001, 1, 0, fffffffd, 00000002, 1, 0,                15873                  758
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                16819                  946
ffffffff, 00000000, ffffffff, 00000000, 0, 1, fffffffe, 00000001, 1, 0,                17580                  761
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                18533                  953
55555555, aaaaaaaa, 55555555, aaaaaaaa, 1, 0, aaaaaaab, 55555554, 0, 1,                19274                  741
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                20176                  902
aaaaaaaa, 55555555, aaaaaaaa, 55555555, 0, 1, 55555554, aaaaaaab, 1, 0,                20922                  746
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                21827                  905
55555555, aaaaaaaa, aaaaaaaa, 55555555, 1, 0, 00000000, ffffffff, 1, 0,                25579                 3752
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                26523                  944
80054600, 7ffab9ff, 12153524, edeacadb, 1, 0, 921a7b25, 6de584da, 0, 1,                27504                  981
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                28427                  923
