10, 00000000, 00000000,               103827,                  164
04, 5387d3a7, ac782c58,               103998,                  171
04, 00000000, 00000000,               104162,                  164
02, e6fa7ccd, 19058332,               104332,                  170
02, 00000000, 00000000,               104496,                  164
1b, aa227254, 55dd8dab,               104667,                  171
1b, 00000000, 00000000,               104832,                  165
09, 86d3fc0d, 792c03f2,               105003,                  171
09, 00000000, 00000000,               105167,                  164
06, d1c9bca3, 2e36435c,               105337,                  170
06, 00000000, 00000000,               105502,                  165
16, 0db4511b, f24baee4,               105673,                  171
16, 00000000, 00000000,               105838,                  165
00, 2a801355, d57fecaa,               106008,                  170
00, 00000000, 00000000,               106172,                  164
0c, 68a677d1, 9759882e,               106342,                  170
0c, 00000000, 00000000,               106506,                  164
1b, 473f3d8e, b8c0c271,               106677,                  171
1b, 00000000, 00000000,               106842,                  165
1c, a1abde43, 5e5421bc,               107012,                  170
1c, 00000000, 00000000,               107176,                  164
01, f413a8e8, 0bec5717,               107346,                  170
01, 00000000, 00000000,               107510,                  164
15, 8a04de14, 75fb21eb,               107681,                  171
15, 00000000, 00000000,               107845,                  164
0f, 3b02d176, c4fd2e89,               108015,                  170
0f, 00000000, 00000000,               108180,                  165
09, 86d3fc0d, 792c03f2,               108350,                  170
09, 00000000, 00000000,               108514,                  164
05, f36872e6, 0c978d19,               108684,                  170
05, 00000000, 00000000,               108848,                  164
08, 295ed752, d6a128ad,               109018,                  170
08, 00000000, 00000000,               109182,                  164
0e, fd0406fa, 02fbf905,               109352,                  170
0e, 00000000, 00000000,               109516,                  164
1a, 3ebb337d, c144cc82,               109687,                  171
1a, 00000000, 00000000,               109852,                  165
07, 95ea0a2b, 6a15f5d4,               110023,                  171
07, 00000000, 00000000,               110188,                  165
15, 8a04de14, 75fb21eb,               110359,                  171
15, 00000000, 00000000,               110523,                  164
08, 295ed752, d6a128ad,               110693,                  170
08, 00000000, 00000000,               110857,                  164
01, f413a8e8, 0bec5717,               111027,                  170
01, 00000000, 00000000,               111191,                  164
1e, 01522302, feaddcfd,               111361,                  170
1e, 00000000, 00000000,               111526,                  165
14, 0bc5cb17, f43a34e8,               111696,                  170
14, 00000000, 00000000,               111860,                  164
06, a7f6764f, 580989b0,               112031,                  171
06, 00000000, 00000000,               112196,                  165
08, f6e9b2ed, 09164d12,               112366,                  170
08, 00000000, 00000000,               112530,                  164
1e, 1d45ff3a, e2ba00c5,               112701,                  171
1e, 00000000, 00000000,               112866,                  165
13, e4f0f2c9, 1b0f0d36,               113036,                  170
13, 00000000, 00000000,               113200,                  164
0b, 82225404, 7dddabfb,               113370,                  170
0b, 00000000, 00000000,               113535,                  165
0f, f43440e8, 0bcbbf17,               113705,                  170
0f, 00000000, 00000000,               113870,                  165
0b, 82225404, 7dddabfb,               114040,                  170
0b, 00000000, 00000000,               114205,                  165
14, 2c999159, d3666ea6,               114376,                  171
14, 00000000, 00000000,               114540,                  164
0b, 1a53ef34, e5ac10cb,               114711,                  171
0b, 00000000, 00000000,               114876,                  165
1e, 1d45ff3a, e2ba00c5,               115047,                  171
1e, 00000000, 00000000,               115212,                  165
06, a7f6764f, 580989b0,               115383,                  171
06, 00000000, 00000000,               115548,                  165
1f, 6358fbc6, 9ca70439,               115719,                  171
1f, 00000000, 00000000,               115884,                  165
03, 0b0ff116, f4f00ee9,               116054,                  170
03, 00000000, 00000000,               116219,                  165
07, 95ea0a2b, 6a15f5d4,               116389,                  170
07, 00000000, 00000000,               116554,                  165
11, 789d71f1, 87628e0e,               116725,                  171
11, 00000000, 00000000,               116889,                  164
10, 9192dc23, 6e6d23dc,               117059,                  170
10, 00000000, 00000000,               117223,                  164
00, 97ba0a2f, 6845f5d0,               117393,                  170
00, 00000000, 00000000,               117557,                  164
18, de7df0bc, 21820f43,               117728,                  171
18, 00000000, 00000000,               117892,                  164
13, 2f46655e, d0b99aa1,               118062,                  170
13, 00000000, 00000000,               118227,                  165
1f, b3a77067, 4c588f98,               118397,                  170
1f, 00000000, 00000000,               118562,                  165
1a, 3c416d78, c3be9287,               118732,                  170
1a, 00000000, 00000000,               118897,                  165
10, e9662ed2, 1699d12d,               119067,                  170
10, 00000000, 00000000,               119231,                  164
13, 2f46655e, d0b99aa1,               119401,                  170
13, 00000000, 00000000,               119566,                  165
0a, 75b849eb, 8a47b614,               119737,                  171
0a, 00000000, 00000000,               119902,                  165
0b, 1a53ef34, e5ac10cb,               120072,                  170
0b, 00000000, 00000000,               120237,                  165
1f, b3a77067, 4c588f98,               120408,                  171
1f, 00000000, 00000000,               120573,                  165
1c, 5c9bcdb9, a3643246,               120743,                  170
1c, 00000000, 00000000,               120909,                  166
03, f672eaec, 098d1513,               121080,                  171
03, 00000000, 00000000,               121245,                  165
18, de7df0bc, 21820f43,               121416,                  171
18, 00000000, 00000000,               121580,                  164
1c, 096a2112, f695deed,               121750,                  170
1c, 00000000, 00000000,               121914,                  164
07, 4387ef87, bc781078,               122084,                  170
07, 00000000, 00000000,               122249,                  165
09, eeacb2dd, 11534d22,               122419,                  170
09, 00000000, 00000000,               122583,                  164
02, 1c14b338, e3eb4cc7,               122753,                  170
02, 00000000, 00000000,               122918,                  165
07, 98ab2831, 6754d7ce,               123088,                  170
07, 00000000, 00000000,               123253,                  165
1b, 6d805bdb, 927fa424,               123424,                  171
1b, 00000000, 00000000,               123589,                  165
15, 7b9aebf7, 84651408,               123759,                  170
15, 00000000, 00000000,               123923,                  164
1a, a52ce24a, 5ad31db5,               124093,                  170
1a, 00000000, 00000000,               124258,                  165
02, e3d5ecc7, 1c2a1338,               124429,                  171
02, 00000000, 00000000,               124594,                  165
10, 53fa5fa7, ac05a058,               124765,                  171
10, 00000000, 00000000,               124929,                  164
15, 7b9aebf7, 84651408,               125099,                  170
15, 00000000, 00000000,               125263,                  164
0b, 1a53ef34, e5ac10cb,               125433,                  170
0b, 00000000, 00000000,               125598,                  165
17, 4d2eb59a, b2d14a65,               125769,                  171
17, 00000000, 00000000,               125934,                  165
08, 520cbfa4, adf3405b,               126104,                  170
08, 00000000, 00000000,               126268,                  164
0a, cd3c209a, 32c3df65,               126438,                  170
0a, 00000000, 00000000,               126603,                  165
1c, 096a2112, f695deed,               126774,                  171
1c, 00000000, 00000000,               126938,                  164
0a, cd3c209a, 32c3df65,               127109,                  171
0a, 00000000, 00000000,               127274,                  165
04, 2e77655c, d1889aa3,               127444,                  170
04, 00000000, 00000000,               127608,                  164
10, d87244b0, 278dbb4f,               127779,                  171
10, 00000000, 00000000,               127943,                  164
1d, 73c73be7, 8c38c418,               128113,                  170
1d, 00000000, 00000000,               128277,                  164
01, 5c9517b9, a36ae846,               128448,                  171
01, 00000000, 00000000,               128612,                  164
15, 5368b7a6, ac974859,               128783,                  171
15, 00000000, 00000000,               128948,                  165
0b, e87468d0, 178b972f,               129119,                  171
0b, 00000000, 00000000,               129284,                  165
13, 10e21521, ef1deade,               129455,                  171
13, 00000000, 00000000,               129620,                  165
09, ebba4ed7, 1445b128,               129791,                  171
09, 00000000, 00000000,               129955,                  164
15, d3a886a7, 2c577958,               130126,                  171
15, 00000000, 00000000,               130290,                  164
01, 5c9517b9, a36ae846,               130460,                  170
01, 00000000, 00000000,               130624,                  164
10, d87244b0, 278dbb4f,               130795,                  171
10, 00000000, 00000000,               130959,                  164
1f, b3a77067, 4c588f98,               131129,                  170
1f, 00000000, 00000000,               131293,                  164
00, 3e4fbb7c, c1b04483,               131464,                  171
00, 00000000, 00000000,               131628,                  164
08, 520cbfa4, adf3405b,               131798,                  170
08, 00000000, 00000000,               131962,                  164
0a, cd3c209a, 32c3df65,               132132,                  170
0a, 00000000, 00000000,               132297,                  165
19, bd1c427a, 42e3bd85,               132468,                  171
