00000000, ffffffff, 00000000, ffffffff, 0, 1, 00000000, ffffffff, 0, 1,                 2121                  121
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 2261                  140
ffffffff, 00000000, ffffffff, 00000000, 1, 0, ffffffff, 00000000, 1, 0,                 2380                  119
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 2523                  143
fffffffe, 00000001, fffffffe, 00000001, 1, 0, fffffffd, 00000002, 1, 0,                 2642                  119
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 2784                  142
aaaaaaaa, 55555555, 55555555, aaaaaaaa, 1, 0, 00000000, ffffffff, 1, 0,                 3414                  630
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 3555                  141
55555555, aaaaaaaa, 55555555, aaaaaaaa, 0, 1, aaaaaaaa, 55555555, 0, 1,                 3672                  117
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 3808                  136
aaaaaaaa, 55555555, aaaaaaaa, 55555555, 1, 0, 55555555, aaaaaaaa, 1, 0,                 3925                  117
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 4061                  136
fffffffe, 00000001, fffffffe, 00000001, 1, 0, fffffffd, 00000002, 1, 0,                 4180                  119
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 4322                  142
ffffffff, 00000000, ffffffff, 00000000, 0, 1, fffffffe, 00000001, 1, 0,                 4441                  119
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 4583                  142
55555555, aaaaaaaa, 55555555, aaaaaaaa, 1, 0, aaaaaaab, 55555554, 0, 1,                 4700                  117
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 4836                  136
aaaaaaaa, 55555555, aaaaaaaa, 55555555, 0, 1, 55555554, aaaaaaab, 1, 0,                 4953                  117
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 5089                  136
55555555, aaaaaaaa, aaaaaaaa, 55555555, 1, 0, 00000000, ffffffff, 1, 0,                 5720                  631
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,                 5861                  141
